t_utc,true_label,pred_prob,pred_label,model_version,http_status,latency_s
2026-09-22T07:04:15Z,0,0.38991907859252295,0,2,200,0.344
2026-09-22T07:04:15Z,0,0.017315759642730598,0,2,200,0.355
2026-09-22T07:04:16Z,1,0.18957208324036462,0,2,200,0.357
2026-09-22T07:04:16Z,1,0.31615360162819334,0,2,200,0.351
2026-09-22T07:04:17Z,0,0.014328575876997233,0,2,200,0.345
2026-09-22T07:04:32Z,0,,,,"ERR:HTTPSConnectionPool(host='itcs355-serve.lemonmoss-4d9a49c1.japanwest.azurecontainerapps.io', port=443): Read timed out. (read timeout=15)",
2026-09-22T07:04:32Z,0,0.10109234168903047,0,2,200,0.434
2026-09-22T07:04:33Z,0,0.09997402959865782,0,2,200,0.364
2026-09-22T07:04:33Z,0,0.383480039320814,0,2,200,0.355
2026-09-22T07:04:33Z,0,0.20345430215322224,0,2,200,0.359
2026-09-22T07:04:34Z,0,0.1516354835210442,0,2,200,0.371
2026-09-22T07:04:34Z,0,0.11015632953665425,0,2,200,0.355
2026-09-22T07:04:34Z,0,0.03220983717177755,0,2,200,0.350
2026-09-22T07:04:50Z,0,,,,"ERR:HTTPSConnectionPool(host='itcs355-serve.lemonmoss-4d9a49c1.japanwest.azurecontainerapps.io', port=443): Read timed out. (read timeout=15)",
2026-09-22T07:04:50Z,0,0.03977565128876771,0,2,200,0.425
2026-09-22T07:04:50Z,0,0.016813015894295565,0,2,200,0.358
2026-09-22T07:04:51Z,0,0.017181745186428916,0,2,200,0.339
2026-09-22T07:04:51Z,0,0.037485756754158196,0,2,200,0.363
2026-09-22T07:04:51Z,0,0.3088545593883525,0,2,200,0.354
2026-09-22T07:04:52Z,0,0.05506611382340723,0,2,200,0.358
2026-09-22T07:04:52Z,0,0.2051264284459886,0,2,200,0.350
2026-09-22T07:04:53Z,0,0.061867459411556476,0,2,200,0.345
2026-09-22T07:04:53Z,1,0.2315449762824311,0,2,200,0.350
2026-09-22T07:04:53Z,0,0.02462772379555307,0,2,200,0.351
2026-09-22T07:04:54Z,1,0.2145957130855326,0,2,200,0.357
2026-09-22T07:04:54Z,0,0.027680015784580417,0,2,200,0.372
2026-09-22T07:04:54Z,0,0.15267346146815375,0,2,200,0.342
2026-09-22T07:04:55Z,0,0.019705208508517338,0,2,200,0.348
2026-09-22T07:04:55Z,1,0.2702368951282424,0,2,200,0.358
2026-09-22T07:04:55Z,0,0.057687748234724466,0,4,200,0.359
2026-09-22T07:04:56Z,0,0.01827190910730446,0,2,200,0.358
2026-09-22T07:04:56Z,0,0.017832940864060204,0,2,200,0.361
2026-09-22T07:04:56Z,0,0.04524251259412286,0,2,200,0.386
2026-09-22T07:04:57Z,0,0.0655777160670333,0,4,200,0.366
2026-09-22T07:04:57Z,0,0.03195446166811236,0,2,200,0.359
2026-09-22T07:04:58Z,1,0.24195846118267272,0,2,200,0.365
2026-09-22T07:04:58Z,0,0.03500678277530642,0,2,200,0.369
2026-09-22T07:04:58Z,0,0.03031867553073592,0,2,200,0.357
2026-09-22T07:04:59Z,0,0.06928584730751963,0,2,200,0.366
2026-09-22T07:04:59Z,0,0.09965881233110636,0,2,200,0.361
2026-09-22T07:04:59Z,0,0.023127835415731046,0,2,200,0.367
2026-09-22T07:05:00Z,0,0.04400362123871762,0,2,200,0.379
2026-09-22T07:05:00Z,0,0.04589897175993205,0,2,200,0.353
2026-09-22T07:05:00Z,0,0.019730480150883557,0,2,200,0.365
2026-09-22T07:05:01Z,1,0.3205583340926168,0,2,200,0.361
2026-09-22T07:05:01Z,0,0.05096675702543583,0,2,200,0.354
2026-09-22T07:05:02Z,0,0.18823622872359871,0,4,200,0.358
2026-09-22T07:05:02Z,0,0.021341810644382564,0,2,200,0.365
2026-09-22T07:05:02Z,0,0.08676279595007612,0,4,200,0.360
2026-09-22T07:05:03Z,0,0.03489930938944169,0,2,200,0.362
2026-09-22T07:05:03Z,0,0.048629589151520755,0,2,200,0.359
2026-09-22T07:05:03Z,0,0.039712819272002146,0,2,200,0.364
2026-09-22T07:05:04Z,0,0.06013450113146435,0,2,200,0.351
2026-09-22T07:05:04Z,0,0.05029768791693622,0,2,200,0.357
2026-09-22T07:05:04Z,0,0.1062304330335809,0,2,200,0.374
2026-09-22T07:05:05Z,0,0.02421023074637678,0,2,200,0.356
2026-09-22T07:05:05Z,0,0.047093805926115555,0,2,200,0.354
2026-09-22T07:05:06Z,0,0.030414267518796025,0,2,200,0.360
2026-09-22T07:05:06Z,0,0.06725742517736645,0,2,200,0.354
2026-09-22T07:05:06Z,0,0.021536087290375292,0,2,200,0.373
2026-09-22T07:05:07Z,0,0.013968629634888687,0,2,200,0.363
2026-09-22T07:05:07Z,0,0.0339536160508302,0,2,200,0.353
2026-09-22T07:05:07Z,0,0.1646310371994464,0,2,200,0.353
2026-09-22T07:05:08Z,0,0.11303829582666111,0,4,200,0.366
2026-09-22T07:05:08Z,1,0.40857466893545163,0,2,200,0.358
2026-09-22T07:05:08Z,0,0.1019217937920104,0,2,200,0.369
2026-09-22T07:05:09Z,0,0.19832209975281145,0,2,200,0.362
2026-09-22T07:05:09Z,0,0.06223067679942763,0,2,200,0.359
2026-09-22T07:05:10Z,1,0.19322298102549154,0,2,200,0.367
2026-09-22T07:05:10Z,1,0.048932093227323434,0,2,200,0.369
2026-09-22T07:05:10Z,0,0.2637541419576141,0,2,200,0.359
2026-09-22T07:05:11Z,1,0.3245001340876545,0,2,200,0.356
2026-09-22T07:05:11Z,0,0.016065527431948296,0,2,200,0.347
2026-09-22T07:05:11Z,0,0.029518268489482483,0,2,200,0.355
2026-09-22T07:05:13Z,0,0.2615469132545658,0,2,200,1.373
2026-09-22T07:05:13Z,0,0.028835156968749796,0,2,200,0.341
2026-09-22T07:05:13Z,0,0.0586869020552533,0,4,200,0.347
2026-09-22T07:05:14Z,0,0.060729989421705516,0,2,200,0.353
2026-09-22T07:05:14Z,0,0.022972928106999895,0,2,200,0.340
2026-09-22T07:05:14Z,0,0.033266239539541796,0,2,200,0.362
2026-09-22T07:05:15Z,0,0.042565847055177644,0,2,200,0.357
2026-09-22T07:05:15Z,0,0.2077850803820075,0,2,200,0.650
2026-09-22T07:05:16Z,0,0.0294071176555159,0,2,200,0.364
2026-09-22T07:05:16Z,0,0.017791314176468655,0,2,200,0.356
2026-09-22T07:05:17Z,0,0.017222700825594947,0,2,200,0.354
2026-09-22T07:05:17Z,0,0.05905440892217939,0,2,200,0.353
2026-09-22T07:05:17Z,1,0.3911915744087691,0,2,200,0.343
2026-09-22T07:05:18Z,0,0.024809254543829696,0,2,200,0.358
2026-09-22T07:05:18Z,0,0.0135176220621785,0,2,200,0.348
2026-09-22T07:05:18Z,0,0.03635380716140299,0,2,200,0.349
2026-09-22T07:05:19Z,0,0.054538452695495475,0,2,200,0.362
2026-09-22T07:05:19Z,0,0.15742759102253848,0,2,200,0.342
2026-09-22T07:05:19Z,0,0.03395267269527047,0,2,200,0.365
2026-09-22T07:05:20Z,0,0.24116690809849226,0,2,200,0.365
2026-09-22T07:05:20Z,0,0.044086270744395,0,2,200,0.361
2026-09-22T07:05:20Z,0,0.18418348582439834,0,2,200,0.359
2026-09-22T07:05:21Z,0,0.05465738912230985,0,2,200,0.363
2026-09-22T07:05:21Z,0,0.02972223059108086,0,2,200,0.349
2026-09-22T07:05:22Z,0,0.13503697024490352,0,2,200,0.364
2026-09-22T07:05:22Z,1,0.07175098462269304,0,2,200,0.359
2026-09-22T07:05:22Z,0,0.20085299046007804,0,2,200,0.360
2026-09-22T07:05:23Z,0,0.06556472506767014,0,2,200,0.366
2026-09-22T07:05:23Z,1,0.1807449072796173,0,2,200,0.359
2026-09-22T07:05:23Z,0,0.0655777160670333,0,4,200,0.359
2026-09-22T07:05:24Z,0,0.18394773652487792,0,2,200,0.353
2026-09-22T07:05:24Z,0,0.1012222502735698,0,2,200,0.362
2026-09-22T07:05:24Z,0,0.1113970205973513,0,4,200,0.356
2026-09-22T07:05:25Z,1,0.2409091474343233,0,2,200,0.351
2026-09-22T07:05:25Z,0,0.03460210992049868,0,2,200,0.355
2026-09-22T07:05:25Z,0,0.05182996955394909,0,2,200,0.351
2026-09-22T07:05:26Z,0,0.36508649385507286,0,2,200,0.367
2026-09-22T07:05:26Z,1,0.6072739980727788,1,2,200,0.352
2026-09-22T07:05:27Z,1,0.1381089393218812,0,2,200,0.346
2026-09-22T07:05:27Z,1,0.27671706996718887,0,2,200,0.355
2026-09-22T07:05:27Z,0,0.0540140748414853,0,2,200,0.365
2026-09-22T07:05:28Z,0,0.08676279595007612,0,4,200,0.347
2026-09-22T07:05:28Z,0,0.030835071596552834,0,2,200,0.357
2026-09-22T07:05:28Z,1,0.04601270434684771,0,2,200,0.370
2026-09-22T07:05:29Z,0,0.17316908254980592,0,2,200,0.352
2026-09-22T07:05:29Z,0,0.026018666792528476,0,2,200,0.360
2026-09-22T07:05:29Z,0,0.10313639102011982,0,2,200,0.365
2026-09-22T07:05:30Z,0,0.03513205833866046,0,2,200,0.363
2026-09-22T07:05:30Z,0,0.057687748234724466,0,4,200,0.345
2026-09-22T07:05:30Z,0,0.2109955628485559,0,2,200,0.344
2026-09-22T07:05:31Z,0,0.019814305258879828,0,2,200,0.362
2026-09-22T07:05:31Z,0,0.1995017458136259,0,2,200,0.366
2026-09-22T07:05:32Z,0,0.05351860459454612,0,4,200,0.343
2026-09-22T07:05:32Z,0,0.2587332633023351,0,2,200,0.361
2026-09-22T07:05:32Z,0,0.05011480631930152,0,2,200,0.357
2026-09-22T07:05:33Z,0,0.3143799850802814,0,2,200,0.374
2026-09-22T07:05:33Z,0,0.03488933633050857,0,2,200,0.419
2026-09-22T07:05:33Z,0,0.17940380662426048,0,2,200,0.366
2026-09-22T07:05:34Z,0,0.0230320016993819,0,2,200,0.348
2026-09-22T07:05:34Z,1,0.14366109435275998,0,2,200,0.372
2026-09-22T07:05:34Z,0,0.057687748234724466,0,4,200,0.358
2026-09-22T07:05:35Z,1,0.27716724775563945,0,2,200,0.351
2026-09-22T07:05:35Z,0,0.1861327664586289,0,2,200,0.348
2026-09-22T07:05:36Z,1,0.1481004530819407,0,2,200,0.337
2026-09-22T07:05:36Z,0,0.02819253598990295,0,2,200,0.335
2026-09-22T07:05:36Z,0,0.08411838995475117,0,2,200,0.336
2026-09-22T07:05:37Z,0,0.4244292306950832,0,2,200,0.339
2026-09-22T07:05:37Z,0,0.036702217416041266,0,2,200,0.335
2026-09-22T07:05:37Z,1,0.46268649390098493,0,2,200,0.344
2026-09-22T07:05:38Z,0,0.030522391483040385,0,2,200,0.357
2026-09-22T07:05:38Z,0,0.015010655932174715,0,2,200,0.358
2026-09-22T07:05:38Z,0,0.09860126119856634,0,2,200,0.343
2026-09-22T07:05:39Z,0,0.03135858865116979,0,2,200,0.348
2026-09-22T07:05:39Z,0,0.039934761341505684,0,2,200,0.373
2026-09-22T07:05:39Z,0,0.044767826948517005,0,2,200,0.350
2026-09-22T07:05:40Z,0,0.1165653180580585,0,4,200,0.359
2026-09-22T07:05:40Z,0,0.5016241863379214,1,2,200,0.347
2026-09-22T07:05:40Z,1,0.2459301509024582,0,4,200,0.378
2026-09-22T07:05:41Z,0,0.07108772376228145,0,2,200,0.372
2026-09-22T07:05:41Z,0,0.0586869020552533,0,4,200,0.357
2026-09-22T07:05:42Z,0,0.09435135706154543,0,2,200,0.353
2026-09-22T07:05:42Z,0,0.041984200075256155,0,2,200,0.352
2026-09-22T07:05:42Z,0,0.0157906719991639,0,2,200,0.354
2026-09-22T07:05:43Z,1,0.1443246810542279,0,2,200,0.356
2026-09-22T07:05:43Z,0,0.018098135786706788,0,2,200,0.351
2026-09-22T07:05:43Z,0,0.045263942442562426,0,2,200,0.353
2026-09-22T07:05:44Z,0,0.15824019413941756,0,2,200,0.349
2026-09-22T07:05:44Z,0,0.07615822775247118,0,4,200,0.354
2026-09-22T07:05:44Z,1,0.42152548002847845,0,2,200,0.352
2026-09-22T07:05:45Z,0,0.12719422147997508,0,2,200,0.391
2026-09-22T07:05:45Z,0,0.04397613029242769,0,2,200,0.380
2026-09-22T07:05:45Z,0,0.305253126810579,0,2,200,0.347
2026-09-22T07:05:46Z,0,0.06642231821755278,0,2,200,0.373
2026-09-22T07:05:46Z,0,0.07282072956041072,0,2,200,0.339
2026-09-22T07:05:47Z,0,0.1568733239326246,0,2,200,0.362
2026-09-22T07:05:47Z,0,0.2802032682076002,0,2,200,0.345
2026-09-22T07:05:47Z,0,0.46579899982698786,0,2,200,0.349
2026-09-22T07:05:48Z,0,0.428358572660352,0,4,200,0.349
2026-09-22T07:05:48Z,0,0.057687748234724466,0,4,200,0.349
2026-09-22T07:05:48Z,0,0.18245372644922125,0,2,200,0.337
2026-09-22T07:05:49Z,0,0.11446707615806483,0,2,200,0.348
2026-09-22T07:05:50Z,0,0.019011484527583465,0,2,200,1.373
2026-09-22T07:05:50Z,0,0.06614754272402619,0,2,200,0.360
2026-09-22T07:05:51Z,1,0.19221364384742126,0,2,200,0.353
2026-09-22T07:05:51Z,0,0.07789432960811536,0,2,200,0.346
2026-09-22T07:05:51Z,1,0.2590221511435594,0,2,200,0.356
2026-09-22T07:05:52Z,0,0.014045158726328505,0,2,200,0.341
2026-09-22T07:05:52Z,0,0.07729240874668458,0,2,200,0.349
2026-09-22T07:05:52Z,0,0.08492873167002023,0,2,200,0.350
2026-09-22T07:05:53Z,0,0.03885887340188984,0,2,200,0.367
2026-09-22T07:05:53Z,0,0.07630677539061909,0,2,200,0.350
2026-09-22T07:05:54Z,0,0.33398281540753744,0,2,200,0.347
2026-09-22T07:05:54Z,0,0.015021703930898554,0,2,200,0.365
2026-09-22T07:05:54Z,0,0.021197507289196192,0,2,200,0.366
2026-09-22T07:05:55Z,0,0.022709752511387436,0,2,200,0.366
2026-09-22T07:05:55Z,0,0.013418594541426054,0,2,200,0.365
2026-09-22T07:05:55Z,0,0.057687748234724466,0,4,200,0.358
2026-09-22T07:05:56Z,0,0.3542081644507625,0,2,200,0.362
2026-09-22T07:05:56Z,0,0.09952648763121288,0,2,200,0.367
2026-09-22T07:05:56Z,1,0.44965240134092044,0,2,200,0.371
2026-09-22T07:05:57Z,0,0.012873023476613881,0,2,200,0.360
2026-09-22T07:05:57Z,0,0.43859053693285466,0,2,200,0.366
2026-09-22T07:05:58Z,0,0.05521174133284523,0,2,200,0.360
2026-09-22T07:05:58Z,0,0.018239946554889294,0,2,200,0.372
2026-09-22T07:05:58Z,0,0.19226344101131157,0,2,200,0.350
2026-09-22T07:05:59Z,0,0.10938394199786546,0,2,200,0.353
2026-09-22T07:05:59Z,1,0.28541904850647926,0,4,200,0.362
2026-09-22T07:05:59Z,1,0.26663352667380585,0,2,200,0.360
2026-09-22T07:06:00Z,0,0.030962294009552103,0,2,200,0.364
2026-09-22T07:06:00Z,1,0.21204355636588257,0,2,200,0.372
2026-09-22T07:06:00Z,0,0.01595923438359361,0,2,200,0.367
2026-09-22T07:06:01Z,0,0.05528310345105299,0,2,200,0.356
2026-09-22T07:06:01Z,0,0.11879287149969571,0,4,200,0.352
2026-09-22T07:06:02Z,0,0.013600070298617048,0,2,200,0.367
2026-09-22T07:06:02Z,0,0.05351860459454612,0,4,200,0.350
2026-09-22T07:06:02Z,1,0.07022149073364656,0,2,200,0.357
2026-09-22T07:06:03Z,0,0.02726837427131079,0,2,200,0.371
2026-09-22T07:06:03Z,0,0.04521262230984446,0,2,200,0.365
2026-09-22T07:06:03Z,0,0.09609773451138151,0,4,200,0.351
2026-09-22T07:06:05Z,0,0.2087617084011356,0,2,200,1.368
2026-09-22T07:06:05Z,0,0.012913446985256406,0,2,200,0.358
2026-09-22T07:06:05Z,0,0.035153517401129764,0,2,200,0.362
2026-09-22T07:06:06Z,1,0.26865081376568833,0,2,200,0.369
2026-09-22T07:06:06Z,0,0.12564395686816088,0,2,200,0.357
2026-09-22T07:06:06Z,0,0.022172417981631973,0,2,200,0.359
2026-09-22T07:06:07Z,0,0.02184417086412519,0,2,200,0.353
2026-09-22T07:06:07Z,0,0.021943010210323074,0,2,200,0.362
2026-09-22T07:06:08Z,0,0.021421134748371536,0,2,200,0.354
2026-09-22T07:06:08Z,0,0.1709167118294663,0,4,200,0.363
2026-09-22T07:06:08Z,0,0.4800721602129166,0,2,200,0.375
2026-09-22T07:06:09Z,0,0.012970892682819462,0,2,200,0.362
2026-09-22T07:06:09Z,0,0.08113151285886337,0,2,200,0.364
2026-09-22T07:06:09Z,1,0.183700722598323,0,2,200,0.361
2026-09-22T07:06:10Z,0,0.055206097152790484,0,2,200,0.360
2026-09-22T07:06:10Z,0,0.05351860459454612,0,4,200,0.361
2026-09-22T07:06:10Z,0,0.19798130118009635,0,2,200,0.355
2026-09-22T07:06:11Z,0,0.029081549870003002,0,2,200,0.360
2026-09-22T07:06:11Z,0,0.1689113093958214,0,2,200,0.365
2026-09-22T07:06:12Z,1,0.4542531740823413,0,2,200,0.368
2026-09-22T07:06:12Z,0,0.44870682784113747,0,2,200,0.356
2026-09-22T07:06:12Z,0,0.17285647890956152,0,4,200,0.354
2026-09-22T07:06:13Z,0,0.1934045261843059,0,4,200,0.347
2026-09-22T07:06:13Z,0,0.05341455797203465,0,2,200,0.368
2026-09-22T07:06:13Z,0,0.016366394864963912,0,2,200,0.349
2026-09-22T07:06:14Z,0,0.12072987548441613,0,2,200,0.364
2026-09-22T07:06:14Z,0,0.3698787007543116,0,2,200,0.353
2026-09-22T07:06:14Z,0,0.05351860459454612,0,4,200,0.357
2026-09-22T07:06:15Z,0,0.31022399316641913,0,2,200,0.347
2026-09-22T07:06:15Z,0,0.1513633922802773,0,2,200,0.345
2026-09-22T07:06:15Z,0,0.199604149861621,0,2,200,0.356
2026-09-22T07:06:16Z,0,0.018767502821361564,0,2,200,0.359
2026-09-22T07:06:16Z,0,0.013297490663302674,0,2,200,0.357
2026-09-22T07:06:17Z,0,0.4047571401046094,0,2,200,0.361
2026-09-22T07:06:17Z,1,0.37460543895333465,0,2,200,0.358
2026-09-22T07:06:17Z,0,0.08162540999318825,0,2,200,0.347
2026-09-22T07:06:18Z,0,0.2976607689128095,0,2,200,0.355
2026-09-22T07:06:18Z,0,0.012956851212043428,0,2,200,0.353
2026-09-22T07:06:18Z,1,0.5674305075844172,1,2,200,0.362
2026-09-22T07:06:19Z,0,0.05351860459454612,0,4,200,0.360
2026-09-22T07:06:19Z,0,0.013734997023162119,0,2,200,0.357
2026-09-22T07:06:19Z,0,0.08003924124396265,0,2,200,0.382
2026-09-22T07:06:20Z,0,0.04941985517450874,0,2,200,0.358
2026-09-22T07:06:20Z,1,0.20435912454209706,0,2,200,0.384
2026-09-22T07:06:21Z,0,0.014095662685989822,0,2,200,0.359
2026-09-22T07:06:21Z,0,0.11432885389659113,0,2,200,0.358
2026-09-22T07:06:21Z,0,0.05351860459454612,0,4,200,0.347
2026-09-22T07:06:22Z,0,0.13709295001919344,0,2,200,0.362
2026-09-22T07:06:22Z,0,0.02401344053036393,0,2,200,0.346
2026-09-22T07:06:22Z,0,0.013036273465992948,0,2,200,0.353
2026-09-22T07:06:23Z,0,0.018594318886376873,0,2,200,0.350
2026-09-22T07:06:23Z,0,0.01867000091846589,0,2,200,0.341
2026-09-22T07:06:23Z,0,0.019505352015406353,0,2,200,0.360
2026-09-22T07:06:24Z,0,0.03242137694032696,0,2,200,0.386
2026-09-22T07:06:24Z,0,0.0919310934107833,0,4,200,0.353
2026-09-22T07:06:25Z,0,0.24618582819292523,0,2,200,0.404
2026-09-22T07:06:25Z,0,0.12269834744164095,0,2,200,0.354
2026-09-22T07:06:25Z,0,0.12573616611534696,0,2,200,0.359
2026-09-22T07:06:26Z,0,0.08707992350276211,0,2,200,0.352
2026-09-22T07:10:06Z,0,0.5276319520554054,1,2,200,0.439
2026-09-22T07:10:06Z,0,0.07591091543183337,0,2,200,0.391
2026-09-22T07:10:07Z,0,0.11456943906353612,0,2,200,0.357
2026-09-22T07:10:07Z,0,0.46236470935676066,0,2,200,0.357
2026-09-22T07:10:08Z,0,0.019334686443193198,0,2,200,0.363
2026-09-22T07:10:08Z,1,0.21437943647651594,0,2,200,0.347
2026-09-22T07:10:08Z,0,0.17605671850355048,0,2,200,0.375
2026-09-22T07:10:09Z,0,0.03317936196594368,0,2,200,0.350
2026-09-22T07:10:09Z,1,0.5472751969395583,1,2,200,0.349
2026-09-22T07:10:09Z,0,0.15177395887790268,0,2,200,0.369
2026-09-22T07:10:10Z,0,0.17220932971177677,0,2,200,0.358
2026-09-22T07:10:10Z,0,0.013799743416164061,0,2,200,0.354
2026-09-22T07:10:10Z,0,0.06581378571846787,0,2,200,0.368
2026-09-22T07:10:11Z,0,0.2828294117444702,0,2,200,0.374
2026-09-22T07:10:11Z,0,0.024829270760253142,0,2,200,0.361
2026-09-22T07:10:12Z,0,0.013554007023519912,0,2,200,0.355
2026-09-22T07:10:12Z,0,0.20012484497191899,0,2,200,0.407
2026-09-22T07:10:12Z,0,0.048729194318046065,0,2,200,0.361
2026-09-22T07:10:13Z,0,0.14611593425409922,0,2,200,0.357
2026-09-22T07:10:13Z,0,0.10854084182443778,0,2,200,0.392
2026-09-22T07:10:13Z,0,0.02816496740088168,0,2,200,0.367
2026-09-22T07:10:14Z,0,0.02539268057711532,0,2,200,0.358
2026-09-22T07:10:14Z,0,0.0379417513380217,0,2,200,0.357
2026-09-22T07:10:14Z,0,0.09683711429107163,0,2,200,0.359
2026-09-22T07:10:15Z,0,0.4897840874795291,0,2,200,0.363
2026-09-22T07:10:15Z,0,0.09925675673585455,0,2,200,0.361
2026-09-22T07:10:16Z,0,0.01298890017122594,0,2,200,0.351
2026-09-22T07:10:16Z,0,0.22600186607366302,0,2,200,0.354
2026-09-22T07:10:16Z,0,0.38991907859252295,0,2,200,0.348
2026-09-22T07:10:17Z,0,0.017315759642730598,0,2,200,0.359
2026-09-22T07:10:17Z,1,0.18957208324036462,0,2,200,0.352
2026-09-22T07:10:17Z,1,0.3271058539874102,0,4,200,0.350
2026-09-22T07:10:18Z,0,0.014328575876997233,0,2,200,0.374
2026-09-22T07:10:18Z,0,0.03143756354500709,0,2,200,0.376
2026-09-22T07:10:18Z,0,0.10109234168903047,0,2,200,0.352
2026-09-22T07:10:19Z,0,0.09997402959865782,0,2,200,0.351
2026-09-22T07:10:19Z,0,0.383480039320814,0,2,200,0.373
2026-09-22T07:10:20Z,0,0.20345430215322224,0,2,200,0.351
2026-09-22T07:10:20Z,0,0.1516354835210442,0,2,200,0.345
2026-09-22T07:10:20Z,0,0.11015632953665425,0,2,200,0.364
2026-09-22T07:10:21Z,0,0.03220983717177755,0,2,200,0.370
2026-09-22T07:10:21Z,0,0.22858241412936875,0,2,200,0.355
2026-09-22T07:10:21Z,0,0.03977565128876771,0,2,200,0.360
2026-09-22T07:10:22Z,0,0.016813015894295565,0,2,200,0.373
2026-09-22T07:10:22Z,0,0.05351860459454612,0,4,200,0.349
2026-09-22T07:10:22Z,0,0.037485756754158196,0,2,200,0.363
2026-09-22T07:10:23Z,0,0.3088545593883525,0,2,200,0.354
2026-09-22T07:10:23Z,0,0.05506611382340723,0,2,200,0.396
2026-09-22T07:10:23Z,0,0.2051264284459886,0,2,200,0.354
2026-09-22T07:10:24Z,0,0.057687748234724466,0,4,200,0.359
2026-09-22T07:10:24Z,1,0.2315449762824311,0,2,200,0.376
2026-09-22T07:10:25Z,0,0.02462772379555307,0,2,200,0.357
2026-09-22T07:10:25Z,1,0.2145957130855326,0,2,200,0.347
2026-09-22T07:10:25Z,0,0.027680015784580417,0,2,200,0.379
2026-09-22T07:10:26Z,0,0.15267346146815375,0,2,200,0.361
2026-09-22T07:10:26Z,0,0.019705208508517338,0,2,200,0.395
2026-09-22T07:10:26Z,1,0.2702368951282424,0,2,200,0.359
2026-09-22T07:10:27Z,0,0.02376732320627071,0,2,200,0.361
2026-09-22T07:10:27Z,0,0.01827190910730446,0,2,200,0.369
2026-09-22T07:10:28Z,0,0.017832940864060204,0,2,200,0.376
2026-09-22T07:10:28Z,0,0.04524251259412286,0,2,200,0.385
2026-09-22T07:10:29Z,0,0.06183943572947879,0,2,200,0.668
2026-09-22T07:10:29Z,0,0.03195446166811236,0,2,200,0.354
2026-09-22T07:10:29Z,1,0.24195846118267272,0,2,200,0.367
2026-09-22T07:10:30Z,0,0.03500678277530642,0,2,200,0.358
2026-09-22T07:10:30Z,0,0.03031867553073592,0,2,200,0.359
2026-09-22T07:10:30Z,0,0.06928584730751963,0,2,200,0.409
2026-09-22T07:10:31Z,0,0.09965881233110636,0,2,200,0.366
2026-09-22T07:10:31Z,0,0.023127835415731046,0,2,200,0.352
2026-09-22T07:10:32Z,0,0.04400362123871762,0,2,200,0.346
2026-09-22T07:10:32Z,0,0.04589897175993205,0,2,200,0.353
2026-09-22T07:10:32Z,0,0.019730480150883557,0,2,200,0.346
2026-09-22T07:10:33Z,1,0.3205583340926168,0,2,200,0.384
2026-09-22T07:10:33Z,0,0.05096675702543583,0,2,200,0.366
2026-09-22T07:10:33Z,0,0.18280862015816915,0,2,200,0.349
2026-09-22T07:10:34Z,0,0.021341810644382564,0,2,200,0.360
2026-09-22T07:10:34Z,0,0.06095440099878398,0,2,200,0.363
2026-09-22T07:10:34Z,0,0.057687748234724466,0,4,200,0.356
2026-09-22T07:10:35Z,0,0.048629589151520755,0,2,200,0.359
2026-09-22T07:10:35Z,0,0.039712819272002146,0,2,200,0.346
2026-09-22T07:10:35Z,0,0.06013450113146435,0,2,200,0.357
2026-09-22T07:10:36Z,0,0.07890084473173337,0,4,200,0.391
